ID,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK
8932,34A Kintail Road,Applecross,1488000,4,3,2,513,279,2003,6600,Canning Bridge Station,972,"08-2017",6153,-32.01043167,115.8458506,AQUINAS COLLEGE,2.305642556,23
8933,32 Bonython Avenue,Hocking,420000,3,2,2,281,119,2011,19800,Edgewater Station,4400,"03-2020",6065,-31.77652219,115.8251981,ALTA-1,1.493933471,
8934,19 Kennard Street,Kensington,1210000,4,2,2,766,240,2015,4300,Carlisle Station,2300,"12-2016",6151,-31.98271,115.88719,KENT STREET SENIOR HIGH SCHOOL,0.614202655,93
8935,6 Opal Drive,Edgewater,500000,4,2,2,680,150,1983,21800,Edgewater Station,596,"08-2016",6027,-31.76769,115.78225,MATER DEI COLLEGE,0.638169414,104
8936,1575 Llangi Way,Stoneville,555000,4,2,2,20030,190,,32900,Midland Station,18000,"08-2018",6081,-31.84865,116.1844,EASTERN HILLS SENIOR HIGH SCHOOL,4.392970671,105
8937,9 Appleberry Street,Churchlands,1415000,4,3,2,340,263,2014,7000,Glendalough Station,3200,"06-2019",6018,-31.92619992,115.7927937,NEWMAN COLLEGE,0.612590227,44
8938,38 Pether Road,Manning,800000,3,1,2,613,117,1981,6600,Canning Bridge Station,1500,"04-2016",6152,-32.01014711,115.8725041,COMO SECONDARY COLLEGE,0.732212847,87
8939,103 Gooseberry Hill Road,Gooseberry Hill,635000,4,2,2,2005,202,1969,17000,Midland Station,7700,"04-2020",6076,-31.95262,116.03908,KALAMUNDA SENIOR HIGH SCHOOL,3.240424183,107
8940,10 Auborough Street,Doubleview,648500,2,1,2,645,113,,9400,Stirling Station,2100,"01-2020",6018,-31.89781513,115.7825859,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.475091289,
8941,7 Tondoon Bend,Aveley,515000,4,2,2,640,248,2007,21400,Woodbridge Station,11100,"08-2018",6069,-31.79242942,115.9842429,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.241760088,53
8942,14 Glenroyd Street,Mount Lawley,1180000,3,1,2,842,219,1920,2700,Mount Lawley Station,1200,"03-2020",6050,-31.92992486,115.869594,PERTH COLLEGE,0.572948506,9
8943,14 Doherty Street,Embleton,342000,3,1,1,888,100,1969,7400,Bayswater Station,1500,"07-2017",6062,-31.90467853,115.9143111,JOHN FORREST SECONDARY COLLEGE,1.268599816,74
8944,41 Bishopsgate Street,Lathlain,565000,5,2,2,378,145,2008,5300,Vic,655,"11-2020",6100,-31.97461096,115.9081445,ST CLARE'S SCHOOL,0.389135633,
8945,21 Dayana Court,Redcliffe,453000,4,2,2,627,162,1998,8600,Bassendean Station,4500,"10-2017",6104,-31.94428,115.94945,BELMONT CITY COLLEGE,2.15629954,57
8946,56 Lombardy Street,Woodlands,885500,3,2,2,451,175,2003,7800,Glendalough Station,3200,"05-2017",6018,-31.91517174,115.7892296,CHURCHLANDS SENIOR HIGH SCHOOL,0.246289753,22
8947,41 Cob Road,Brabham,488000,4,2,2,512,182,,18900,East Guildford Station,9000,"01-2020",6055,-31.81538725,115.976863,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,2.47735413,53
8948,1A Hassett Street,Cloverdale,435000,3,2,2,310,132,2012,8000,Ashfield Station,4600,"07-2017",6105,-31.95336572,115.9438216,BELMONT CITY COLLEGE,1.078226653,57
8949,223 Newcastle Street,Northbridge,645000,2,1,1,582,113,1920,681,Perth Station,548,"02-2014",6003,-31.94607987,115.8601154,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,0.935515364,
8950,76 Amethyst Crescent,Mount Richon,487000,4,1,2,1610,137,1986,27500,Armadale Station,1100,"05-2013",6112,-32.1549117,116.025017,ARMADALE SENIOR HIGH SCHOOL,1.244897658,
8951,19 Darling Street,White Gum Valley,475000,2,1,4,574,103,1948,14500,Fremantle Station,3400,"08-2018",6162,-32.06309414,115.7781882,FREMANTLE COLLEGE,1.101286533,128
8952,16 Squires Avenue,Bertram,452000,4,2,2,656,236,2005,33400,Kwinana Station,1900,"11-2017",6167,-32.25212,115.846316,THE KING'S COLLEGE,0.726959299,
8953,2A Yilgarn Street,Shenton Park,750000,2,1,2,251,81,1987,4800,Shen,444,"12-2018",6008,-31.96121963,115.809682,SHENTON COLLEGE,0.652112976,14
8954,1A Old York Road,Greenmount,535000,4,1,,1812,173,2004,19200,Midland Station,5000,"08-2016",6056,-31.90038899,116.0532425,SWAN VIEW SENIOR HIGH SCHOOL,1.664209939,
8955,31 Amaroo Place,Duncraig,1320000,4,4,3,754,435,1996,15300,Warwick Station,2800,"12-2018",6023,-31.83907,115.76771,CARINE SENIOR HIGH SCHOOL,1.729471915,47
8956,10 Topeka Place,Wanneroo,370000,3,1,3,500,129,,22000,Edgewater Station,3100,"06-2019",6065,-31.7593859,115.8083204,WANNEROO SECONDARY COLLEGE,0.665846915,131
8957,6 Irian Grove,Riverton,940000,4,2,2,688,250,1997,10400,Thornlie Station,4600,"03-2016",6148,-32.03658,115.90509,LYNWOOD SENIOR HIGH SCHOOL,1.197845642,96
8958,32/11 Elvire Street,Viveash,299000,3,2,1,11846,101,2000,15300,Midland Station,758,"12-2008",6056,-31.88478314,116.000386,LA SALLE COLLEGE,0.788767868,53
8959,12 Callistemon Close,Helena Valley,585000,4,2,2,675,194,1995,16700,Midland Station,4100,"11-2016",6056,-31.9181,116.03144,SWAN VIEW SENIOR HIGH SCHOOL,3.616975595,
8960,46 Solomon Street,Fremantle,950000,3,2,2,627,105,1946,15100,Fremantle Station,1300,"12-2018",6160,-32.0569975,115.7577321,CHRISTIAN BROTHERS' COLLEGE,0.710892377,49
8961,29 Oakover Way,Heathridge,445000,3,2,2,784,140,1986,24400,Joondalup Station,2600,"07-2018",6027,-31.75601,115.74323,PRENDIVILLE CATHOLIC COLLEGE,0.366362592,60
8962,2 Betula Court,Woodvale,570000,5,2,,596,203,1994,18400,Whitfords Station,1300,"08-2020",6026,-31.79579,115.79497,WOODVALE SECONDARY COLLEGE,0.635250192,77
8963,28 Windich Place,Leederville,590000,3,1,2,150,110,1986,3000,Leederville Station,879,"12-2016",6007,-31.93108504,115.8397679,ARANMORE CATHOLIC COLLEGE,0.550185861,106
8964,7 Needlewood Loop,Wandi,295000,4,1,,375,156,2015,27500,Kwinana Station,4500,"10-2014",6167,-32.19883491,115.8624305,ATWELL COLLEGE,6.106217929,129
8965,14 Harley Street,Highgate,780000,1,1,1,347,115,1915,1600,McIver Station,1400,"11-2015",6003,-31.93932,115.86616,PERTH COLLEGE,1.262612201,9
8966,17A Blaven Way,Ardross,1300000,4,3,2,450,256,2009,8400,Canning Bridge Station,2300,"04-2019",6153,-32.02649539,115.8413526,APPLECROSS SENIOR HIGH SCHOOL,0.671880629,34
8967,9 Marchwood Boulevard,Butler,449000,4,2,2,576,151,2001,36900,Butler Station,1600,"09-2020",6036,-31.6501,115.6991,BUTLER COLLEGE,0.925543105,39
8968,51 Shepherd Street,Beaconsfield,535000,3,1,2,426,100,1961,15000,Fremantle Station,3400,"11-2018",6162,-32.06780433,115.7762433,FREMANTLE COLLEGE,0.778973903,128
8969,24B Reserve Street,Wembley,1050000,4,2,4,563,293,2006,5100,Daglish Station,1700,"12-2020",6014,-31.93803021,115.8070202,BOLD PARK COMMUNITY SCHOOL,2.195328765,
8970,79 Derby Road,Shenton Park,920000,2,1,1,622,130,1945,4200,Daglish Station,641,"02-2016",6008,-31.95767,115.8146,SHENTON COLLEGE,1.117005813,14
8971,20A Lovell Way,Bayswater,500000,4,2,4,399,161,2012,9000,Ashfield Station,1800,"02-2019",6053,-31.89811401,115.930039,HAMPTON SENIOR HIGH SCHOOL,0.858920877,117
8972,29 Queensbury Road,Joondalup,500000,4,3,2,232,187,,25300,Joondalup Station,761,"08-2019",6027,-31.73799,115.76852,LAKE JOONDALUP BAPTIST COLLEGE,0.674022513,80
8973,85 Lake View Road,Chidlow,470000,4,1,1,1800,165,,39700,Midland Station,25100,"03-2013",6556,-31.85521,116.2631,EASTERN HILLS SENIOR HIGH SCHOOL,4.567520748,105
8974,26 Tyler Street,Joondanna,700000,3,1,1,429,133,1935,5300,Glendalough Station,860,"12-2019",6060,-31.91127399,115.8312345,SERVITE COLLEGE,0.979905482,65
8975,5 Bucat Street,Hamilton Hill,595000,4,1,5,717,127,1969,16000,Fremantle Station,5000,"05-2018",6163,-32.0819,115.78474,PORT SCHOOL,0.621907323,
8976,10 Ennis Court,Orelia,212000,3,1,2,734,95,1965,31700,Kwinana Station,990,"08-2016",6167,-32.23593,115.83208,GILMORE COLLEGE,1.646117235,138
8977,28 Balladong Loop,Carramar,432000,4,2,2,603,174,1996,28000,Currambine Station,3000,"08-2020",6031,-31.71064,115.77795,JOSEPH BANKS SECONDARY COLLEGE,2.20980198,92
8978,95 Bambrook Street,Sawyers Valley,86000,4,2,2,20100,341,2009,35700,Midland Station,21700,"07-1996",6074,-31.89037006,116.2300702,EASTERN HILLS SENIOR HIGH SCHOOL,2.053542358,105
8979,17 Breaksea Drive,North Coogee,1140000,4,2,2,423,333,,17100,Fremantle Station,3300,"03-2020",6163,-32.07926628,115.7576667,FREMANTLE COLLEGE,1.593880436,128
8980,11 Nankeen Way,Gwelup,1160000,4,2,2,510,464,2010,11200,Warwick Station,2400,"03-2017",6018,-31.86624738,115.7974644,BALCATTA SENIOR HIGH SCHOOL,1.735486992,135
8981,26 Astroloma Place,Koongamia,355000,3,1,1,839,115,1990,18300,Midland Station,4400,"07-2017",6056,-31.90487,116.04438,SWAN VIEW SENIOR HIGH SCHOOL,1.934325068,
8982,9 Quinn Avenue,Bentley,423000,4,2,4,518,195,1998,8600,Welshpool Station,1400,"11-2017",6102,-32.00752,115.92204,ST NORBERT COLLEGE,1.76181995,42
8983,26 Faulkner Way,Eden Hill,480000,4,1,2,723,159,1979,10800,Bassendean Station,1700,"01-2015",6054,-31.88833,115.94513,KIARA COLLEGE,1.536915572,
8984,28 Gill Street,Mosman Park,1970000,4,3,4,515,269,1925,10600,Mosman Park Station,760,"06-2017",6012,-32.00454,115.76481,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,0.288719623,2
8985,74 Walanna Drive,Karawara,745000,5,2,2,551,188,2002,6600,Canning Bridge Station,2800,"09-2012",6152,-32.00641,115.8861,CANNING COLLEGE,1.092332098,
8986,120 Glenroy Court,Hovea,1085000,6,3,4,21690,306,2008,24500,Midland Station,9900,"04-2018",6071,-31.8856938,116.1058642,HELENA COLLEGE,2.778903485,78
8987,9 Kingston Way,Safety Bay,335000,3,1,4,690,119,1980,40700,Rockingham Station,2200,"10-2018",6169,-32.30447,115.74492,SAFETY BAY SENIOR HIGH SCHOOL,0.394536663,136
8988,22b Bridge Street,Wilson,510000,3,1,1,624,114,1990,9200,Welshpool Station,3700,"04-2017",6107,-32.02438,115.9057,CLONTARF ABORIGINAL COLLEGE,1.544022192,
8989,400 Alice Road,Mount Helena,745000,4,2,,26215,224,1980,33700,Midland Station,19200,"03-2017",6082,-31.87508,116.20323,EASTERN HILLS SENIOR HIGH SCHOOL,1.597265868,105
8990,29 Amherst Road,Swan View,395000,4,2,1,707,160,1983,19400,Midland Station,4700,"08-2016",6056,-31.89093,116.05102,SWAN VIEW SENIOR HIGH SCHOOL,0.738926307,
8991,22 Cressbrook Way,Carine,930000,4,2,2,417,252,,14600,Warwick Station,2700,"04-2017",6020,-31.84615631,115.767863,CARINE SENIOR HIGH SCHOOL,1.07153753,47
8992,51 Gratwick Way,Koondoola,400000,3,1,1,692,126,1976,11800,Warwick Station,6900,"08-2015",6064,-31.84613,115.8689,MERCY COLLEGE,1.079225112,46
8993,70 Bottlebrush Drive,Kiara,400000,4,2,2,1135,140,1992,10500,Ashfield Station,3400,"06-2018",6054,-31.88213,115.93384,KIARA COLLEGE,0.534034734,
8994,4 Freeduff Drive,Wattle Grove,497000,4,2,2,638,168,,12900,Kenwick Station,3900,"09-2017",6107,-32.00267,115.98219,REHOBOTH CHRISTIAN COLLEGE,3.245042184,
8995,52 Banksia Terrace,Kensington,785000,3,2,2,515,105,1929,3700,Vic,2300,"12-2020",6151,-31.97993,115.8804,KENT STREET SENIOR HIGH SCHOOL,1.323036927,93
8996,10 Whitehart Entrance,Aveley,504000,5,2,2,627,265,2008,22000,Woodbridge Station,11800,"07-2019",6069,-31.78552,115.984409,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,0.986520141,53
8997,424 Railway Parade,Millendon,186000,4,2,2,22498,248,2005,22500,Midland Station,9300,"05-1999",6056,-31.81179587,116.0295424,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,4.597749713,53
8998,289 Benenden Avenue,Alkimos,331000,3,2,2,360,151,2012,38800,Butler Station,760,"04-2018",6038,-31.62924156,115.7036363,BUTLER COLLEGE,2.539699966,39
8999,529 Rowley Road,Forrestdale,1400000,5,3,2,40479,325,1980,25500,Cockburn Central Station,7300,"10-2014",6112,-32.17823,115.90381,ATWELL COLLEGE,5.336832965,129
9000,1/584 Canning Highway,Attadale,370000,2,1,1,1849,89,1987,9600,Bull Creek Station,4100,"02-2018",6156,-32.03055,115.81537,APPLECROSS SENIOR HIGH SCHOOL,1.864124334,34
9001,32A Chester Street,Belmont,485000,4,2,2,429,169,2011,7300,Ashfield Station,4200,"07-2017",6104,-31.95086267,115.9364307,BELMONT CITY COLLEGE,0.912686448,57
9002,25 Evandale Road,Darch,525000,4,2,2,602,225,2002,15300,Greenwood Station,5900,"05-2017",6065,-31.81537,115.84512,ASHDALE SECONDARY COLLEGE,0.539548618,75
9003,8 Moonraker Road,Jindalee,910000,4,2,2,627,290,2010,36900,Butler Station,2100,"04-2017",6036,-31.65263625,115.6916531,BUTLER COLLEGE,1.617767768,39
9004,48 Banksia Terrace,Kensington,740000,2,1,1,515,102,1956,3700,Vic,2300,"12-2020",6151,-31.97977,115.88022,KENT STREET SENIOR HIGH SCHOOL,1.346543947,93
9005,24B Strickland Road,Ardross,1510000,4,2,2,520,318,2009,8600,Bull Creek Station,2400,"10-2020",6153,-32.02780398,115.8428147,APPLECROSS SENIOR HIGH SCHOOL,0.74912276,34
9006,1 Langham Street,Nedlands,1200000,4,2,4,540,213,2012,5400,Shen,1500,"04-2019",6009,-31.9730632,115.8067066,SHENTON COLLEGE,1.526827422,14
9007,20 Odo Street,North Beach,950000,4,2,2,201,160,,14100,Warwick Station,4200,"04-2016",6020,-31.86066,115.75584,ST MARY'S ANGLICAN GIRLS' SCHOOL,2.063372156,7
9008,4 Fuller Close,Leeming,760000,4,2,2,720,206,1986,13300,Murdoch Station,663,"08-2020",6149,-32.07154,115.85422,LEEMING SENIOR HIGH SCHOOL,0.408935236,89
9009,4 Coatelan Drive,Stirling,634000,3,1,1,730,123,1973,7800,Stirling Station,769,"09-2017",6021,-31.89416,115.81292,BALCATTA SENIOR HIGH SCHOOL,2.074625718,135
9010,372 Liddelow Road,Banjup,770000,4,2,,20378,253,1991,24100,Cockburn Central Station,5400,"08-2019",6164,-32.16696363,115.8880816,ATWELL COLLEGE,3.410127438,129
9011,58 Welwyn Avenue,Manning,515000,2,1,1,341,90,,7500,Canning Bridge Station,1600,"09-2020",6152,-32.01867563,115.8693077,AQUINAS COLLEGE,1.096959997,23
9012,17 Tralee Way,Waterford,880000,5,2,3,749,180,1984,7200,Canning Bridge Station,2700,"01-2014",6152,-32.01277,115.88494,CLONTARF ABORIGINAL COLLEGE,0.822249128,
9013,9 Rollinghills Drive,Brigadoon,340000,5,1,,20011,201,2014,29100,Midland Station,15400,"03-2013",6069,-31.77089752,116.0807459,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,9.380052596,53
9014,6 Hurst Trail,Clarkson,315000,3,1,1,643,120,1991,33600,Clarkson Station,2600,"06-2020",6030,-31.6758,115.7175,QUINNS BAPTIST COLLEGE,0.69268736,118
9015,6 Hilltop Close,Mahogany Creek,575000,3,2,2,2001,178,1995,27400,Midland Station,13400,"08-2011",6072,-31.90035,116.14207,MUNDARING CHRISTIAN COLLEGE,3.611916757,
9016,40A Woodmore Road,Langford,430000,4,2,2,644,161,2000,13000,Thornlie Station,1600,"12-2018",6147,-32.04898,115.93589,LANGFORD ISLAMIC COLLEGE,0.346547752,85
9017,13 Shipton Loop,Ashby,445000,3,2,2,285,116,2014,24500,Joondalup Station,3100,"02-2014",6065,-31.73850676,115.7990788,WANNEROO SECONDARY COLLEGE,2.635876614,131
9018,45 Ecko Road,Mount Nasura,315000,3,1,2,810,126,1966,25200,Challis Station,1100,"07-2016",6112,-32.13057,116.02355,SOWILO COMMUNITY HIGH SCHOOL,1.294876712,
9019,16 Regatta Boulevard,Champion Lakes,475000,3,2,2,308,149,2009,22100,Kelmscott Station,2000,"12-2012",6111,-32.1148287,115.9925302,JOHN WOLLASTON ANGLICAN COMMUNITY SCHOOL,1.828026487,40
9020,166 Coolgardie Avenue,Redcliffe,260000,2,1,,810,104,1948,9000,Bassendean Station,3300,"08-2015",6104,-31.93311981,115.9509568,CYRIL JACKSON SENIOR CAMPUS,2.386658064,
9021,3 Ashby Terrace,Viveash,440000,3,1,1,809,102,1967,15800,Midland Station,1500,"11-2014",6056,-31.87838,116.00191,LA SALLE COLLEGE,0.23716847,53
9022,13 Westland Place,Waterford,1438000,6,6,2,817,413,1996,7400,Canning Bridge Station,3000,"08-2013",6152,-32.01447,115.88752,CLONTARF ABORIGINAL COLLEGE,0.530383576,
9023,45 Northmoor Road,Eden Hill,550000,4,2,2,841,204,1990,10100,Bassendean Station,1800,"08-2016",6054,-31.88998193,115.9371963,HAMPTON SENIOR HIGH SCHOOL,0.97443252,117
9024,103 Grovelands Drive,Camillo,220000,3,1,2,728,135,1980,22800,Challis Station,2000,"05-2019",6111,-32.12312275,115.9920915,KELMSCOTT SENIOR HIGH SCHOOL,1.795617611,113
9025,6 Tunnicliffe Street,Parmelia,300000,4,1,8,703,125,1988,33700,Wellard Station,1300,"01-2017",6167,-32.25259,115.8179,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,0.575240796,
9026,32A Gloriana View,Ocean Reef,712000,3,2,2,464,195,1991,25700,Joondalup Station,3800,"05-2019",6027,-31.75019941,115.7274944,PRENDIVILLE CATHOLIC COLLEGE,1.256214519,60
9027,5 Songlark Place,Huntingdale,337000,3,1,2,506,104,1994,17400,Thornlie Station,4000,"10-2017",6110,-32.08155,115.96323,SOUTHERN RIVER COLLEGE,1.635882279,121
9028,6 Batoni Way,Ashby,440000,3,2,2,407,153,2006,25000,Joondalup Station,3300,"12-2017",6065,-31.73338673,115.799807,WANNEROO SECONDARY COLLEGE,3.085746192,131
9029,27 Bight Reefs Road,Singleton,480000,5,2,2,870,202,1977,56500,Mandurah Station,8400,"02-2016",6175,-32.45195,115.75411,MANDURAH BAPTIST COLLEGE,2.985416966,109
9030,4 Wisbech Street,Bayswater,750000,3,2,1,668,106,1930,6200,Bayswater Station,641,"10-2019",6053,-31.92346,115.91508,CHISHOLM CATHOLIC COLLEGE,1.908953778,29
9031,14 Parkfarm Drive,South Guildford,600000,3,2,2,390,161,2011,13000,East Guildford Station,1100,"05-2017",6055,-31.9051118,115.9842612,GUILDFORD GRAMMAR SCHOOL,1.252109285,52
9032,3 Agasse Way,Tapping,629000,4,2,3,608,222,2007,26000,Currambine Station,4800,"05-2017",6065,-31.724025,115.801073,JOSEPH BANKS SECONDARY COLLEGE,2.851488437,92
9033,20 Kirkimbie Street,Carramar,405000,4,2,3,614,145,,27700,Currambine Station,4100,"07-2019",6031,-31.7099644,115.7903779,JOSEPH BANKS SECONDARY COLLEGE,1.386639482,92
9034,5 Seacrest Street,Safety Bay,480000,3,1,2,809,160,1969,41600,Rockingham Station,3300,"03-2018",6169,-32.31103,115.73671,SAFETY BAY SENIOR HIGH SCHOOL,0.949671439,136
9035,7/1 Kilpa Court,City Beach,762000,3,2,2,335,125,1988,9800,Stirling Station,4300,"01-2017",6015,-31.91297,115.7656,HALE SCHOOL,1.718293749,6
9036,52 Peterborough Circle,North Lake,650000,4,2,,627,314,,14800,Murdoch Station,2100,"04-2004",6163,-32.08436,115.84421,LEEMING SENIOR HIGH SCHOOL,1.581281919,89
9037,1/48 Thelma Street,Como,525000,3,2,2,1062,135,1993,5200,Canning Bridge Station,2500,"06-2019",6152,-31.99595,115.86403,PENRHOS COLLEGE,0.819428287,4
9038,1 Royce Grove,Booragoon,932000,2,1,2,786,205,1982,10400,Bull Creek Station,2500,"10-2020",6154,-32.04205,115.82814,APPLECROSS SENIOR HIGH SCHOOL,1.554600247,34
9039,4 Sofitel Lane,Currambine,595000,4,2,2,635,189,1999,26500,Currambine Station,837,"08-2017",6028,-31.73237,115.75161,LAKE JOONDALUP BAPTIST COLLEGE,1.088010546,80
9040,15B Darling Street,White Gum Valley,790000,3,2,4,482,127,1995,14500,Fremantle Station,3300,"11-2017",6162,-32.06279,115.77808,FREMANTLE COLLEGE,1.109368504,128
9041,12 Akita Court,Merriwa,285000,3,1,1,579,110,1993,34800,Butler Station,3500,"10-2018",6030,-31.66588,115.71006,ALKIMOS BAPTIST COLLEGE,0.617628748,
9042,2 Thurles Court,Waterford,600000,2,1,1,426,109,1985,7300,Canning Bridge Station,2800,"11-2013",6152,-32.01437113,115.884923,CLONTARF ABORIGINAL COLLEGE,0.772011477,
9043,4 Duri Street,Armadale,179000,3,1,1,700,129,1981,27200,Armadale Station,1100,"11-2018",6112,-32.1618796,116.006032,DALE CHRISTIAN SCHOOL,0.743430222,
9044,75 Grand Promenade,Bedford,543000,3,1,2,423,146,1936,5200,Meltham Station,868,"04-2018",6052,-31.9166157,115.8941376,CHISHOLM CATHOLIC COLLEGE,0.830917064,29
9045,1 Kyby Place,Carramar,719000,4,2,2,611,268,2006,28000,Currambine Station,4600,"07-2020",6031,-31.70664144,115.7936456,JOSEPH BANKS SECONDARY COLLEGE,0.929005623,92
9046,255 Ravenscar Street,Doubleview,775500,2,1,,645,132,1948,9400,Stirling Station,1800,"08-2018",6018,-31.89577995,115.7855529,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.807923179,
9047,323 Preston Point Road,Attadale,1430000,3,2,2,911,253,2014,10500,North Fremantle Station,4200,"06-2019",6156,-32.02984,115.79637,SANTA MARIA COLLEGE,1.249731151,10
9048,112 Warner Road,Parmelia,317500,4,2,2,540,143,1997,33200,Kwinana Station,1800,"07-2017",6167,-32.24925,115.83235,THE KING'S COLLEGE,0.853223334,
9049,35 Hunter Way,Padbury,592500,4,2,1,748,161,,19500,Whitfords Station,1600,"10-2018",6025,-31.79551,115.76619,ST MARK'S ANGLICAN COMMUNITY SCHOOL,2.229065725,58
9050,200 Oliver Street,Mount Helena,685000,5,2,4,35382,304,1975,32800,Midland Station,18500,"01-2017",6082,-31.88385,116.19666,MUNDARING CHRISTIAN COLLEGE,2.263258032,
9051,11 Whitehorses Drive,Burns Beach,822000,4,2,2,578,285,2008,28300,Currambine Station,2800,"04-2018",6028,-31.726494,115.720611,PRENDIVILLE CATHOLIC COLLEGE,3.617558396,60
9052,131 Milina Street,Hillman,255000,3,1,1,683,112,1984,38100,Rockingham Station,824,"01-2012",6168,-32.28531,115.76791,KOLBE CATHOLIC COLLEGE,1.438747845,97
9053,9 Oriole Way,Tapping,535000,4,2,2,581,239,2008,26700,Currambine Station,4000,"05-2019",6065,-31.719509,115.791931,JOSEPH BANKS SECONDARY COLLEGE,2.359040349,92
9054,4 Fairway Circle,Connolly,600000,4,3,2,775,181,1990,25700,Currambine Station,2100,"05-2019",6027,-31.74317,115.7443,PRENDIVILLE CATHOLIC COLLEGE,1.353018388,60
9055,62 Brodie Lane,Doubleview,645000,3,2,2,293,109,2001,10000,Stirling Station,2500,"06-2020",6018,-31.89464,115.77816,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,0.43236493,
9056,13 Debutante Close,Huntingdale,331000,3,1,1,504,115,1995,17200,Thornlie Station,3700,"02-2016",6110,-32.07987,115.96129,THORNLIE SENIOR HIGH SCHOOL,1.520001124,125
9057,29 Kellam Way,Medina,250000,2,1,,720,71,1960,32200,Wellard Station,3200,"03-2016",6167,-32.2376,115.80337,GILMORE COLLEGE,1.078194954,138
9058,2 Ben Close,Craigie,440000,3,1,1,711,120,1983,20200,Whitfords Station,1900,"01-2018",6025,-31.78787,115.76797,BELRIDGE SECONDARY COLLEGE,1.997108217,102
9059,22 Darile Street,Hillman,320000,3,1,1,683,109,1974,37600,Rockingham Station,1300,"11-2016",6168,-32.28116,115.77019,KOLBE CATHOLIC COLLEGE,1.530746796,97
9060,32 Yangebup Road,Yangebup,499000,4,2,2,748,140,1999,20400,Cockburn Central Station,6000,"12-2017",6164,-32.12652,115.7946,DIVINE MERCY COLLEGE,2.886841071,
9061,19 Narrier Close,South Guildford,385000,3,2,2,552,123,2000,12600,East Guildford Station,2300,"11-2017",6055,-31.91632,115.98513,GUILDFORD GRAMMAR SCHOOL,2.497432137,52
